"";"instant";"dteday";"season";"yr";"mnth";"hr";"holiday";"weekday";"workingday";"weathersit";"temp";"atemp";"hum";"windspeed";"casual";"registered";"cnt"
"13275";13275;"2012-07-12";3;1;7;7;0;4;1;1;0,64;0,6061;0,73;0,1343;32;480;512
"6199";6199;"2011-09-20";3;0;9;20;0;2;1;1;0,56;0,5303;0,94;0;41;212;253
"7855";7855;"2011-11-28";4;0;11;22;0;1;1;2;0,52;0,5;0,83;0,1045;7;102;109
"14088";14088;"2012-08-15";3;1;8;4;0;3;1;1;0,64;0,5758;0,83;0,1045;0;4;4
"16888";16888;"2012-12-11";4;1;12;10;0;2;1;1;0,36;0,3333;0,57;0,3284;12;142;154
"9673";9673;"2012-02-12";1;1;2;23;0;0;0;1;0,14;0,1364;0,43;0,2239;0;23;23
"3269";3269;"2011-05-21";2;0;5;2;0;6;0;1;0,52;0,5;0,72;0,1045;5;35;40
"5593";5593;"2011-08-25";3;0;8;22;0;4;1;1;0,62;0,5758;0,83;0;21;126;147
"16863";16863;"2012-12-10";4;1;12;9;0;1;1;2;0,42;0,4242;1;0,2239;11;273;284
"9512";9512;"2012-02-06";1;1;2;6;0;1;1;1;0,16;0,1818;0,86;0,1045;0;72;72
"13682";13682;"2012-07-29";3;1;7;6;0;0;0;1;0,64;0,6061;0,73;0,1642;6;12;18
"9757";9757;"2012-02-16";1;1;2;11;0;4;1;3;0,32;0,3333;0,7;0,1045;2;69;71
"8183";8183;"2011-12-12";4;0;12;14;0;1;1;2;0,32;0,3333;0,53;0,1343;16;95;111
"7121";7121;"2011-10-29";4;0;10;7;0;6;0;3;0,26;0,2273;0,87;0,3582;1;6;7
"3184";3184;"2011-05-17";2;0;5;13;0;2;1;2;0,56;0,5303;0,88;0,3284;31;141;172
"3408";3408;"2011-05-26";2;0;5;21;0;4;1;1;0,72;0,6818;0,62;0,0896;45;178;223
"14027";14027;"2012-08-12";3;1;8;15;0;0;0;1;0,76;0,6818;0,4;0,1343;235;342;577
"13074";13074;"2012-07-03";3;1;7;22;0;2;1;1;0,68;0,6364;0,79;0,194;26;151;177
"13753";13753;"2012-08-01";3;1;8;5;0;3;1;2;0,64;0,5909;0,78;0,1343;3;46;49
"5290";5290;"2011-08-13";3;0;8;7;0;6;0;2;0,66;0,6212;0,74;0,194;10;34;44
"11585";11585;"2012-05-02";2;1;5;21;0;3;1;1;0,52;0,5;0,77;0,2239;21;218;239
"2355";2355;"2011-04-13";2;0;4;0;0;3;1;2;0,4;0,4091;1;0,2985;3;12;15
"17022";17022;"2012-12-17";4;1;12;0;0;1;1;2;0,38;0,3939;0,87;0;2;26;28
"11611";11611;"2012-05-03";2;1;5;23;0;4;1;1;0,6;0,5606;0,83;0;21;100;121
"14826";14826;"2012-09-14";3;1;9;22;0;5;1;1;0,62;0,5758;0,83;0,194;40;189;229
"8692";8692;"2012-01-02";1;1;1;23;1;1;0;1;0,22;0,2121;0,44;0,2537;2;32;34
"5234";5234;"2011-08-10";3;0;8;23;0;3;1;1;0,74;0,6515;0,37;0,0896;14;94;108
"2975";2975;"2011-05-08";2;0;5;20;0;0;0;1;0,52;0,5;0,77;0,1343;42;132;174
"3678";3678;"2011-06-07";2;0;6;3;0;2;1;1;0,6;0,5909;0,73;0,0896;1;1;2
"196";196;"2011-01-09";1;0;1;10;0;0;0;1;0,14;0,1061;0,43;0,3881;0;49;49
"3244";3244;"2011-05-20";2;0;5;1;0;5;1;1;0,46;0,4545;1;0;8;17;25
"12450";12450;"2012-06-07";2;1;6;22;0;4;1;1;0,6;0,6212;0,46;0,1642;35;193;228
"13740";13740;"2012-07-31";3;1;7;16;0;2;1;1;0,76;0,7121;0,58;0,2239;66;336;402
"16438";16438;"2012-11-22";4;1;11;15;1;4;0;1;0,48;0,4697;0,29;0;132;96;228
"9113";9113;"2012-01-20";1;1;1;14;0;5;1;2;0,22;0,2121;0,35;0,2985;8;107;115
"713";713;"2011-02-02";1;0;2;1;0;3;1;3;0,22;0,2273;0,93;0,194;0;3;3
"14149";14149;"2012-08-17";3;1;8;17;0;5;1;1;0,82;0,2424;0,36;0,3284;144;647;791
"9556";9556;"2012-02-08";1;1;2;2;0;3;1;1;0,26;0,303;0,65;0;0;1;1
"224";224;"2011-01-10";1;0;1;14;0;1;1;2;0,2;0,197;0,4;0,2239;0;47;47
"2196";2196;"2011-04-06";2;0;4;8;0;3;1;1;0,32;0,303;0,61;0,2239;17;308;325
"264";264;"2011-01-12";1;0;1;10;0;3;1;1;0,18;0,1818;0,55;0,2239;0;39;39
"16834";16834;"2012-12-09";4;1;12;4;0;0;0;2;0,4;0,4091;0,94;0,1045;1;11;12
"4616";4616;"2011-07-16";3;0;7;5;0;6;0;1;0,58;0,5455;0,78;0,0896;4;6;10
"6400";6400;"2011-09-29";4;0;9;5;0;4;1;2;0,6;0,5455;0,88;0,1045;0;22;22
"1273";1273;"2011-02-26";1;0;2;4;0;6;0;2;0,22;0,2576;0,6;0,0896;1;1;2
"8303";8303;"2011-12-17";4;0;12;14;0;6;0;1;0,28;0,2576;0,45;0,3582;30;207;237
"11584";11584;"2012-05-02";2;1;5;20;0;3;1;1;0,52;0,5;0,77;0,2537;42;296;338
"5447";5447;"2011-08-19";3;0;8;20;0;5;1;3;0,62;0,5758;0,83;0,2985;12;46;58
"6073";6073;"2011-09-15";3;0;9;14;0;4;1;2;0,64;0,6061;0,65;0,4179;36;134;170
"1373";1373;"2011-03-02";1;0;3;11;0;3;1;1;0,34;0,303;0,53;0,3284;8;65;73
"8276";8276;"2011-12-16";4;0;12;11;0;5;1;2;0,34;0,303;0,42;0,2985;9;135;144
"15954";15954;"2012-11-02";4;1;11;10;0;5;1;1;0,38;0,3939;0,46;0,2985;21;183;204
"2525";2525;"2011-04-20";2;0;4;2;0;3;1;1;0,42;0,4242;0,94;0,1642;0;2;2
"14535";14535;"2012-09-02";3;1;9;19;0;0;0;2;0,7;0,6667;0,84;0,2239;140;152;292
"7054";7054;"2011-10-26";4;0;10;12;0;3;1;3;0,58;0,5455;0,53;0,2239;39;155;194
"1363";1363;"2011-03-02";1;0;3;1;0;3;1;1;0,22;0,2273;0,69;0,194;0;4;4
"15577";15577;"2012-10-16";4;1;10;5;0;2;1;1;0,42;0,4242;0,67;0,2537;5;47;52
"8792";8792;"2012-01-07";1;1;1;3;0;6;0;1;0,32;0,3333;0,57;0,1045;1;19;20
"9389";9389;"2012-02-01";1;1;2;2;0;3;1;1;0,44;0,4394;0,44;0,2836;1;6;7
"2655";2655;"2011-04-25";2;0;4;12;0;1;1;1;0,66;0,6212;0,74;0,2537;48;140;188
"4825";4825;"2011-07-24";3;0;7;22;0;0;0;1;0,78;0,7576;0,66;0;23;75;98
"6873";6873;"2011-10-18";4;0;10;22;0;2;1;2;0,52;0,5;0,77;0,1642;22;115;137
"12273";12273;"2012-05-31";2;1;5;13;0;4;1;1;0,74;0,6515;0,35;0,1343;77;216;293
"7112";7112;"2011-10-28";4;0;10;22;0;5;1;3;0,3;0,2879;0,75;0,2836;4;32;36
"14051";14051;"2012-08-13";3;1;8;15;0;1;1;1;0,82;0,7273;0,34;0,2239;80;194;274
"11660";11660;"2012-05-06";2;1;5;0;0;0;0;2;0,56;0,5303;0,83;0,1343;23;111;134
"9361";9361;"2012-01-30";1;1;1;22;0;1;1;1;0,28;0,2727;0,48;0,2239;2;92;94
"681";681;"2011-01-31";1;0;1;16;0;1;1;2;0,16;0,1818;0,56;0,194;3;83;86
"12796";12796;"2012-06-22";3;1;6;8;0;5;1;1;0,76;0,697;0,55;0,1343;49;564;613
"810";810;"2011-02-06";1;0;2;4;0;0;0;1;0,26;0,2273;0,6;0,3582;0;2;2
"16703";16703;"2012-12-03";4;1;12;17;0;1;1;1;0,52;0,5;0,63;0,1045;43;665;708
"5787";5787;"2011-09-03";3;0;9;13;0;6;0;1;0,7;0,6515;0,65;0,2239;153;200;353
"16159";16159;"2012-11-11";4;1;11;0;0;0;0;1;0,34;0,3485;0,81;0,0896;14;110;124
"5559";5559;"2011-08-24";3;0;8;12;0;3;1;1;0,74;0,6818;0,55;0,3284;60;175;235
"6781";6781;"2011-10-15";4;0;10;2;0;6;0;1;0,46;0,4545;0,59;0,194;17;39;56
"6050";6050;"2011-09-14";3;0;9;15;0;3;1;1;0,78;0,7121;0,49;0,2537;30;146;176
"5661";5661;"2011-08-29";3;0;8;7;0;1;1;1;0,6;0,6061;0,6;0,2239;11;273;284
"3423";3423;"2011-05-27";2;0;5;12;0;5;1;2;0,76;0,697;0,55;0,2985;53;190;243
"9421";9421;"2012-02-02";1;1;2;10;0;4;1;3;0,42;0,4242;0,77;0,1045;6;72;78
"2819";2819;"2011-05-02";2;0;5;8;0;1;1;2;0,48;0,4697;0,77;0,2239;21;350;371
"9911";9911;"2012-02-22";1;1;2;23;0;3;1;2;0,46;0,4545;0,41;0,2836;5;57;62
"13797";13797;"2012-08-03";3;1;8;1;0;5;1;1;0,7;0,6667;0,74;0,194;11;32;43
"8731";8731;"2012-01-04";1;1;1;14;0;3;1;2;0,14;0,1212;0,46;0,2537;6;69;75
"15878";15878;"2012-10-28";4;1;10;18;0;0;0;3;0,42;0,4242;0,94;0,4925;18;136;154
"16425";16425;"2012-11-22";4;1;11;2;1;4;0;1;0,24;0,2576;0,75;0,0896;3;15;18
"14003";14003;"2012-08-11";3;1;8;15;0;6;0;1;0,8;0,7273;0,46;0,2836;246;316;562
"5735";5735;"2011-09-01";3;0;9;9;0;4;1;1;0,64;0,6061;0,69;0,1045;29;178;207
"5611";5611;"2011-08-26";3;0;8;16;0;5;1;1;0,78;0,7424;0,62;0,1045;50;293;343
"3572";3572;"2011-06-02";2;0;6;17;0;4;1;1;0,76;0,6515;0,2;0,5224;88;484;572
"5731";5731;"2011-09-01";3;0;9;5;0;4;1;1;0,56;0,5303;0,73;0,0896;1;22;23
"1381";1381;"2011-03-02";1;0;3;19;0;3;1;1;0,4;0,4091;0,28;0,5224;6;144;150
"9105";9105;"2012-01-20";1;1;1;6;0;5;1;1;0,24;0,2121;0,6;0,2836;0;68;68
"15963";15963;"2012-11-02";4;1;11;19;0;5;1;2;0,38;0,3939;0,43;0,2985;38;336;374
"4449";4449;"2011-07-09";3;0;7;6;0;6;0;2;0,64;0,5758;0,83;0,194;11;27;38
"425";425;"2011-01-19";1;0;1;17;0;3;1;1;0,36;0,3333;0,57;0,3284;7;190;197
"5664";5664;"2011-08-29";3;0;8;10;0;1;1;1;0,66;0,6212;0,47;0,2239;42;73;115
"13381";13381;"2012-07-16";3;1;7;17;0;1;1;3;0,76;0,7273;0,66;0,5821;86;669;755
"11088";11088;"2012-04-12";2;1;4;4;0;4;1;1;0,3;0,2879;0,61;0,2239;0;1;1
"1275";1275;"2011-02-26";1;0;2;6;0;6;0;1;0,22;0,2727;0,6;0;1;6;7
"6070";6070;"2011-09-15";3;0;9;11;0;4;1;2;0,68;0,6364;0,65;0,1343;39;120;159
"66";66;"2011-01-03";1;0;1;20;0;1;1;1;0,2;0,2273;0,47;0,1045;3;49;52
"12641";12641;"2012-06-15";2;1;6;21;0;5;1;1;0,66;0,6212;0,5;0,1045;83;250;333
"7732";7732;"2011-11-23";4;0;11;18;0;3;1;2;0,4;0,4091;0,58;0,5224;7;138;145
"5473";5473;"2011-08-20";3;0;8;22;0;6;0;2;0,7;0,6667;0,74;0,194;77;146;223
"6969";6969;"2011-10-22";4;0;10;23;0;6;0;1;0,38;0,3939;0,82;0;27;81;108
"5099";5099;"2011-08-05";3;0;8;8;0;5;1;1;0,7;0,6515;0,65;0,2239;39;415;454
"16877";16877;"2012-12-10";4;1;12;23;0;1;1;1;0,46;0,4545;0,88;0,2537;8;76;84
"15165";15165;"2012-09-29";4;1;9;1;0;6;0;1;0,54;0,5152;0,6;0,2239;12;89;101
"3599";3599;"2011-06-03";2;0;6;20;0;5;1;1;0,64;0,6212;0,29;0,1642;57;236;293
"11792";11792;"2012-05-11";2;1;5;12;0;5;1;1;0,56;0,5303;0,28;0,4179;89;259;348
"11075";11075;"2012-04-11";2;1;4;15;0;3;1;3;0,38;0,3939;0,46;0,2239;50;152;202
"1179";1179;"2011-02-21";1;0;2;21;1;1;0;3;0,22;0,197;0,75;0,4478;1;33;34
"12842";12842;"2012-06-24";3;1;6;6;0;0;0;1;0,64;0,6061;0,65;0,1642;6;19;25
"3012";3012;"2011-05-10";2;0;5;9;0;2;1;2;0,52;0,5;0,48;0,1045;29;176;205
"11169";11169;"2012-04-15";2;1;4;13;0;0;0;1;0,66;0,6212;0,44;0,2836;298;383;681
"11399";11399;"2012-04-25";2;1;4;3;0;3;1;1;0,32;0,3333;0,7;0,0896;0;3;3
"848";848;"2011-02-07";1;0;2;18;0;1;1;2;0,34;0,3333;0,66;0,1343;5;170;175
"13699";13699;"2012-07-29";3;1;7;23;0;0;0;1;0,7;0,6515;0,7;0;18;82;100
"12165";12165;"2012-05-27";2;1;5;1;0;0;0;1;0,66;0,6212;0,74;0,2239;17;61;78
"11733";11733;"2012-05-09";2;1;5;1;0;3;1;2;0,6;0,5758;0,78;0,2537;3;11;14
"12952";12952;"2012-06-28";3;1;6;20;0;4;1;1;0,82;0,7273;0,34;0,194;71;399;470
"3042";3042;"2011-05-11";2;0;5;15;0;3;1;1;0,64;0,6212;0,41;0;48;131;179
"11368";11368;"2012-04-23";2;1;4;20;0;1;1;2;0,32;0,3182;0,76;0,1642;17;186;203
"894";894;"2011-02-09";1;0;2;17;0;3;1;2;0,2;0,197;0,34;0,2537;9;157;166
"17011";17011;"2012-12-16";4;1;12;13;0;0;0;2;0,38;0,3939;0,76;0,194;67;289;356
"8783";8783;"2012-01-06";1;1;1;18;0;5;1;1;0,5;0,4848;0,29;0,2537;28;391;419
"5588";5588;"2011-08-25";3;0;8;17;0;4;1;1;0,72;0,7121;0,84;0;28;284;312
"1124";1124;"2011-02-19";1;0;2;13;0;6;0;1;0,44;0,4394;0,16;0,6119;52;103;155
"17282";17282;"2012-12-27";1;1;12;22;0;4;1;2;0,24;0,2121;0,6;0,2836;11;33;44
"3988";3988;"2011-06-20";2;0;6;1;0;1;1;1;0,64;0,5758;0,89;0,0896;9;3;12
"3091";3091;"2011-05-13";2;0;5;16;0;5;1;2;0,52;0,5;0,88;0,1343;44;256;300
"8334";8334;"2011-12-18";4;0;12;21;0;0;0;1;0,22;0,2727;0,64;0;9;80;89
"8176";8176;"2011-12-12";4;0;12;7;0;1;1;1;0,14;0,1515;0,86;0,1343;4;231;235
"1330";1330;"2011-02-28";1;0;2;16;0;1;1;3;0,42;0,4242;1;0,1343;2;40;42
"6572";6572;"2011-10-06";4;0;10;9;0;4;1;1;0,46;0,4545;0,63;0,194;20;188;208
"5362";5362;"2011-08-16";3;0;8;7;0;2;1;1;0,64;0,6061;0,69;0,2537;18;328;346
"2017";2017;"2011-03-29";2;0;3;21;0;2;1;1;0,34;0,3636;0,42;0;8;75;83
"14023";14023;"2012-08-12";3;1;8;11;0;0;0;1;0,74;0,6667;0,42;0,1642;167;282;449
"13531";13531;"2012-07-22";3;1;7;23;0;0;0;1;0,68;0,6364;0,79;0,1642;33;90;123
"4140";4140;"2011-06-26";3;0;6;9;0;0;0;1;0,66;0,6212;0,54;0,0896;75;131;206
"15384";15384;"2012-10-08";4;1;10;4;1;1;0;1;0,32;0,3333;0,87;0,1343;1;6;7
"1628";1628;"2011-03-13";1;0;3;8;0;0;0;1;0,4;0,4091;0,5;0,2985;11;23;34
"15108";15108;"2012-09-26";4;1;9;16;0;3;1;1;0,74;0,6667;0,45;0,2836;71;397;468
"444";444;"2011-01-20";1;0;1;12;0;4;1;2;0,3;0,3333;0,42;0;7;77;84
"13729";13729;"2012-07-31";3;1;7;5;0;2;1;1;0,66;0,6061;0,83;0,1642;5;40;45
"3464";3464;"2011-05-29";2;0;5;5;0;0;0;1;0,6;0,5152;0,94;0,1642;3;3;6
"5952";5952;"2011-09-10";3;0;9;12;0;6;0;1;0,72;0,6818;0,62;0,2239;144;260;404
"13311";13311;"2012-07-13";3;1;7;19;0;5;1;1;0,74;0,6667;0,51;0,1642;103;385;488
"5256";5256;"2011-08-11";3;0;8;21;0;4;1;1;0,7;0,6515;0,48;0,0896;35;171;206
"10677";10677;"2012-03-25";2;1;3;23;0;0;0;1;0,48;0,4697;0,82;0,1343;9;56;65
"1531";1531;"2011-03-09";1;0;3;3;0;3;1;1;0,24;0,2576;0,7;0,0896;1;2;3
"5348";5348;"2011-08-15";3;0;8;17;0;1;1;1;0,74;0,6667;0,51;0,2836;59;471;530
"14178";14178;"2012-08-18";3;1;8;22;0;6;0;1;0,66;0,6212;0,61;0;90;171;261
"11718";11718;"2012-05-08";2;1;5;10;0;2;1;2;0,58;0,5455;0,68;0,4179;46;111;157
"6810";6810;"2011-10-16";4;0;10;7;0;0;0;1;0,4;0,4091;0,62;0,1343;9;39;48
"2353";2353;"2011-04-12";2;0;4;22;0;2;1;2;0,4;0,4091;0,94;0,2985;7;47;54
"15023";15023;"2012-09-23";4;1;9;3;0;0;0;1;0,48;0,4697;0,55;0,2985;13;41;54
"2519";2519;"2011-04-19";2;0;4;20;0;2;1;2;0,5;0,4848;0,72;0,2239;20;148;168
"4012";4012;"2011-06-21";3;0;6;1;0;2;1;3;0,62;0,5909;0,78;0,1642;2;12;14
"4730";4730;"2011-07-20";3;0;7;23;0;3;1;1;0,76;0,7424;0,75;0,2537;26;73;99
"1652";1652;"2011-03-14";1;0;3;9;0;1;1;1;0,32;0,303;0,53;0,3284;13;127;140
"5689";5689;"2011-08-30";3;0;8;11;0;2;1;1;0,72;0,6515;0,37;0,194;60;115;175
"10391";10391;"2012-03-14";1;1;3;1;0;3;1;1;0,52;0,5;0,63;0,0896;2;25;27
"12849";12849;"2012-06-24";3;1;6;13;0;0;0;1;0,8;0,697;0,33;0,2836;237;348;585
"8395";8395;"2011-12-21";1;0;12;10;0;3;1;2;0,48;0,4697;0,82;0,4179;6;83;89
"15154";15154;"2012-09-28";4;1;9;14;0;5;1;2;0,7;0,6515;0,54;0,2537;105;294;399
"3448";3448;"2011-05-28";2;0;5;13;0;6;0;1;0,72;0,6818;0,62;0,2239;168;217;385
"1893";1893;"2011-03-24";2;0;3;15;0;4;1;2;0,3;0,2879;0,7;0,2537;13;77;90
"13989";13989;"2012-08-11";3;1;8;1;0;6;0;1;0,66;0,6212;0,74;0,2239;32;84;116
"16247";16247;"2012-11-14";4;1;11;16;0;3;1;1;0,34;0,3485;0,46;0,1045;31;290;321
"4464";4464;"2011-07-09";3;0;7;21;0;6;0;1;0,74;0,6818;0,58;0,1642;83;155;238
"7274";7274;"2011-11-04";4;0;11;16;0;5;1;1;0,46;0,4545;0,36;0,3881;53;237;290
"17042";17042;"2012-12-17";4;1;12;20;0;1;1;2;0,42;0,4242;0,94;0,2537;8;192;200
"8097";8097;"2011-12-09";4;0;12;0;0;5;1;1;0,24;0,2879;0,65;0;8;26;34
"384";384;"2011-01-17";1;0;1;11;1;1;0;2;0,16;0,1515;0,55;0,194;9;55;64
"13228";13228;"2012-07-10";3;1;7;8;0;2;1;1;0,72;0,697;0,74;0,1343;34;615;649
"14576";14576;"2012-09-04";3;1;9;12;0;2;1;1;0,76;0,7273;0,7;0,2836;54;233;287
"9069";9069;"2012-01-18";1;1;1;18;0;3;1;1;0,24;0,2121;0,32;0,3582;8;347;355
"15677";15677;"2012-10-20";4;1;10;9;0;6;0;1;0,5;0,4848;0,59;0,1343;106;257;363
"10353";10353;"2012-03-12";1;1;3;11;0;1;1;1;0,44;0,4394;0,44;0,2239;39;111;150
"269";269;"2011-01-12";1;0;1;15;0;3;1;1;0,2;0,1667;0,47;0,4179;1;48;49
"12974";12974;"2012-06-29";3;1;6;18;0;5;1;1;0,96;0,8636;0,31;0;50;414;464
"7320";7320;"2011-11-06";4;0;11;14;0;0;0;1;0,46;0,4545;0,55;0,194;101;219;320
"17329";17329;"2012-12-29";1;1;12;21;0;6;0;2;0,28;0,2424;0,56;0,4925;4;56;60
"12795";12795;"2012-06-22";3;1;6;7;0;5;1;1;0,74;0,6818;0,58;0,1642;19;340;359
"8084";8084;"2011-12-08";4;0;12;11;0;4;1;1;0,28;0,2727;0,52;0,2537;6;100;106
"1957";1957;"2011-03-27";2;0;3;8;0;0;0;1;0,2;0,197;0,69;0,2239;6;8;14
"2292";2292;"2011-04-10";2;0;4;8;0;0;0;2;0,38;0,3939;0,94;0,0896;17;38;55
"7101";7101;"2011-10-28";4;0;10;11;0;5;1;1;0,36;0,3485;0,5;0,2239;40;128;168
"4783";4783;"2011-07-23";3;0;7;4;0;6;0;1;0,76;0,7273;0,66;0,1045;5;4;9
"3624";3624;"2011-06-04";2;0;6;21;0;6;0;2;0,66;0,6212;0,47;0,1045;46;139;185
"6206";6206;"2011-09-21";3;0;9;3;0;3;1;2;0,54;0,5152;0,94;0,0896;0;6;6
"10482";10482;"2012-03-17";1;1;3;20;0;6;0;1;0,56;0,5303;0,64;0,194;89;182;271
"8017";8017;"2011-12-05";4;0;12;16;0;1;1;1;0,5;0,4848;0,63;0,0896;10;238;248
"9953";9953;"2012-02-24";1;1;2;17;0;5;1;3;0,42;0,4242;0,94;0,1045;14;242;256
"12360";12360;"2012-06-04";2;1;6;4;0;1;1;1;0,54;0,5152;0,64;0,0896;2;6;8
"13411";13411;"2012-07-17";3;1;7;23;0;2;1;1;0,78;0,7424;0,59;0,194;22;139;161
"12014";12014;"2012-05-20";2;1;5;18;0;0;0;1;0,7;0,6515;0,51;0,3284;146;328;474
"16356";16356;"2012-11-19";4;1;11;5;0;1;1;2;0,36;0,3485;0,66;0,2239;1;38;39
"7119";7119;"2011-10-29";4;0;10;5;0;6;0;3;0,26;0,2273;0,93;0,3582;0;1;1
"8170";8170;"2011-12-12";4;0;12;1;0;1;1;1;0,2;0,2576;0,69;0;0;9;9
"528";528;"2011-01-24";1;0;1;3;0;1;1;1;0,04;0,0303;0,45;0,2537;0;1;1
"13238";13238;"2012-07-10";3;1;7;18;0;2;1;3;0,7;0,6667;0,74;0,2239;70;749;819
"1322";1322;"2011-02-28";1;0;2;8;0;1;1;2;0,34;0,303;0,93;0,2985;13;242;255
"16839";16839;"2012-12-09";4;1;12;9;0;0;0;2;0,4;0,4091;0,87;0,2537;9;94;103
"9079";9079;"2012-01-19";1;1;1;4;0;4;1;1;0,12;0,1515;0,54;0,1045;0;1;1
"11130";11130;"2012-04-13";2;1;4;22;0;5;1;1;0,44;0,4394;0,62;0,1045;34;181;215
"3489";3489;"2011-05-30";2;0;5;6;1;1;0;2;0,64;0,5606;0,94;0,0896;6;10;16
"8835";8835;"2012-01-08";1;1;1;22;0;0;0;1;0,26;0,2727;0,6;0,1045;4;54;58
"3639";3639;"2011-06-05";2;0;6;12;0;0;0;2;0,64;0,6061;0,69;0,1045;123;212;335
"11152";11152;"2012-04-14";2;1;4;20;0;6;0;2;0,56;0,5303;0,46;0,1343;112;209;321
"5445";5445;"2011-08-19";3;0;8;18;0;5;1;1;0,76;0,7121;0,58;0,5224;88;337;425
"6519";6519;"2011-10-04";4;0;10;4;0;2;1;1;0,4;0,4091;0,82;0,0896;3;4;7
"1326";1326;"2011-02-28";1;0;2;12;0;1;1;2;0,56;0,5303;0,64;0,2985;0;36;36
"9180";9180;"2012-01-23";1;1;1;9;0;1;1;2;0,2;0,2273;0,86;0,0896;13;198;211
"6144";6144;"2011-09-18";3;0;9;13;0;0;0;1;0,56;0,5303;0,6;0,1343;162;214;376
"15931";15931;"2012-11-01";4;1;11;11;0;4;1;3;0,36;0,3485;0,62;0,194;14;156;170
"13152";13152;"2012-07-07";3;1;7;4;0;6;0;1;0,74;0,7121;0,74;0,1642;3;13;16
"13560";13560;"2012-07-24";3;1;7;4;0;2;1;1;0,66;0,6061;0,83;0,0896;0;6;6
"5170";5170;"2011-08-08";3;0;8;7;0;1;1;1;0,72;0,6818;0,62;0,2985;18;249;267
"2172";2172;"2011-04-05";2;0;4;8;0;2;1;3;0,38;0,3939;0,87;0,5821;9;148;157
"67";67;"2011-01-03";1;0;1;21;0;1;1;1;0,18;0,197;0,64;0,1343;3;49;52
"13386";13386;"2012-07-16";3;1;7;22;0;1;1;1;0,76;0,7121;0,62;0,0896;56;228;284
"12814";12814;"2012-06-23";3;1;6;2;0;6;0;2;0,64;0,5758;0,83;0,194;18;75;93
"6952";6952;"2011-10-22";4;0;10;6;0;6;0;1;0,36;0,3788;0,71;0;1;17;18
"2106";2106;"2011-04-02";2;0;4;14;0;6;0;3;0,32;0,303;0,76;0,3284;97;93;190
"16628";16628;"2012-11-30";4;1;11;14;0;5;1;2;0,4;0,4091;0,4;0,1045;26;225;251
"10205";10205;"2012-03-06";1;1;3;6;0;2;1;1;0,18;0,2121;0,51;0,1045;3;99;102
"10539";10539;"2012-03-20";1;1;3;5;0;2;1;2;0,52;0,5;0,94;0;0;20;20
"11612";11612;"2012-05-04";2;1;5;0;0;5;1;1;0,6;0,5758;0,78;0,3284;19;70;89
"12925";12925;"2012-06-27";3;1;6;17;0;3;1;1;0,82;0,697;0,24;0,3881;113;730;843
"14936";14936;"2012-09-19";3;1;9;12;0;3;1;1;0,6;0,6212;0,43;0,2537;53;260;313
"6232";6232;"2011-09-22";3;0;9;5;0;4;1;2;0,6;0,5152;0,94;0,1045;2;28;30
"2333";2333;"2011-04-12";2;0;4;2;0;2;1;2;0,6;0,6212;0,53;0,1343;7;7;14
"5116";5116;"2011-08-06";3;0;8;1;0;6;0;1;0,66;0,6061;0,78;0,1642;17;50;67
"10417";10417;"2012-03-15";1;1;3;3;0;4;1;1;0,5;0,4848;0,63;0;0;7;7
"8490";8490;"2011-12-25";1;0;12;10;0;0;0;1;0,26;0,2424;0,81;0,2537;31;12;43
"14976";14976;"2012-09-21";3;1;9;4;0;5;1;1;0,5;0,4848;0,77;0;1;9;10
"601";601;"2011-01-28";1;0;1;6;0;5;1;2;0,18;0,197;0,8;0,1343;0;16;16
"10866";10866;"2012-04-02";2;1;4;21;0;1;1;1;0,46;0,4545;0,28;0,1343;24;214;238
"13439";13439;"2012-07-19";3;1;7;3;0;4;1;1;0,72;0,6818;0,7;0,1045;1;4;5
"1352";1352;"2011-03-01";1;0;3;14;0;2;1;1;0,32;0,3333;0,36;0,1343;18;61;79
"10532";10532;"2012-03-19";1;1;3;22;0;1;1;2;0,56;0,5303;0,73;0,1642;17;131;148
"2500";2500;"2011-04-19";2;0;4;1;0;2;1;1;0,46;0,4545;0,63;0,2239;5;2;7
"1312";1312;"2011-02-27";1;0;2;20;0;0;0;1;0,4;0,4091;0,54;0,0896;9;72;81
"10545";10545;"2012-03-20";1;1;3;11;0;2;1;1;0,58;0,5455;0,83;0,1343;74;156;230
"3079";3079;"2011-05-13";2;0;5;4;0;5;1;3;0,5;0,4848;0,88;0,1642;2;3;5
"6507";6507;"2011-10-03";4;0;10;16;0;1;1;2;0,4;0,4091;0,76;0,1045;16;202;218
"1655";1655;"2011-03-14";1;0;3;12;0;1;1;1;0,38;0,3939;0,37;0;40;54;94
"12748";12748;"2012-06-20";2;1;6;8;0;3;1;2;0,7;0,6667;0,79;0,1045;43;600;643
"4770";4770;"2011-07-22";3;0;7;15;0;5;1;1;0,94;0,9848;0,51;0,2985;32;101;133
"746";746;"2011-02-03";1;0;2;11;0;4;1;1;0,18;0,1364;0,43;0,4478;9;55;64
"3920";3920;"2011-06-17";2;0;6;5;0;5;1;1;0,54;0,5152;1;0;1;12;13
"15792";15792;"2012-10-25";4;1;10;4;0;4;1;2;0,52;0,5;0,88;0,1045;1;4;5
"4187";4187;"2011-06-28";3;0;6;8;0;2;1;1;0,7;0,6667;0,79;0,1642;39;417;456
"8141";8141;"2011-12-10";4;0;12;20;0;6;0;1;0,24;0,2273;0,35;0,2239;10;114;124
